,NAME,ADDRESS,OPEN_YEAR_ROUND,HANDICAP_ACCESSIBLE,LAT,LNG,LAT1,LNG1,indicator,pro,add,add1
754,Corporal Thompson Park,"Broadway, Henderson Avenue",No,Not Available,40.6379157,-74.1184904,26.637498,-81.8460826,1,108.1895186,"CPL. Thompson Park, Broadway, Staten Island, NY 10310, USA",NA
755,Corporal Thompson Park/West Brighton Pool,"Broadway, Henderson Avenue",No,Yes,NA,NA,26.637498,-81.8460826,,NA,NA,NA
756,Crocheron Park Field House,"34th Avenue, 214th Place, 34th Road, 214th Lane, 35th Avenue, & 216th Street",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
757,Crotona Park (Martin Van Buren Playground),Crotona East & Claremont Parkway,Yes,Not Available,40.8353103,-73.8958401,39.1309856,17.0067031,1,154.9274497,"Martin Van Buren Playground, Crotona Park E, Bronx, NY 10457, USA","Province of Crotone, Italy"
758,Crotona Park (Playground of the Stars),Fulton Avenue & Crotona Park South,Yes,Not Available,39.1309856,17.0067031,43.2880277,-76.1482738,,387.2491608,"Province of Crotone, Italy","Fulton Ave, Central Square, NY 13036, USA"
759,Crotona Park (Pool House),173rd Street and Fulton Avenue,Yes,Yes,39.1309856,17.0067031,40.8406948,-73.8982441,,155.4210246,"Province of Crotone, Italy","E 173rd St & Fulton Ave, Bronx, NY 10457, USA"
760,Crotona Park Environmental Center,"Crotona Park North, Crotona Park South, Crotona Park East, Fulton Avenue",Yes,Not Available,39.1309856,17.0067031,39.1309856,17.0067031,,0,"Province of Crotone, Italy","Province of Crotone, Italy"
761,Crowley Playground,57 Avenue & 83 Street,Yes,Not Available,40.7294578,-73.8799463,37.548291,-99.0500762,1,80.07038159,"Crowley Playground, Queens, NY 11373, USA","57TH Ave, Kiowa Rural, KS, USA"
762,Cunningham Park,"Union Turnpike, Clearview Expressway, 73rd Avenue, Francis Lewis Boulevard",Yes,Not Available,40.7367631,-73.7683784,NA,NA,1,NA,"Cunningham Park, Grand Central Pkwy, Oakland Gardens, NY 11364, USA",NA
763,Cunningham Park (210th Street Playground),210 Street & 73 Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
764,Cunningham Park (HQ8),"South of Union Turnpike, between Francis Lewis Boulevard & 193rd Street",Yes,Yes,NA,NA,NA,NA,,NA,NA,NA
765,Cypress Hills Park,Blake & Euclid avenues,Yes,Not Available,29.9965496,-95.7370784,31.8970099,-92.2413776,,6.643440591,"Hillside Park Way, Cypress, TX 77433, USA","Blake, Olla, LA 71465, USA"
766,Daniel M. O'Connell Playground,113 Avenue & 196 Street,Yes,Not Available,40.6999581,-73.7582662,42.5137113,-86.1297597,1,22.43883592,"Daniel M. O'Connell Playground, 196th St, St. Albans, NY 11412, USA","113th Ave, Fennville, MI 49408, USA"
767,De Witt Clinton Park,"West 52 to West 54 streets, 11 to 12 avenues",Yes,Yes,40.768136,-73.9943891,NA,NA,1,NA,"De Witt Clinton Park, New York, NY 10019, USA",NA
768,Dematti Playground,"Tompkins Avenue, Chestnut Avenue",Yes,Not Available,40.6145077,-74.0742565,42.3629638,-76.3514243,1,3.981527931,"De Matti Playground, Tompkins Ave, Staten Island, NY 10305, USA","Chestnut Rd, Brooktondale, NY 14817, USA"
769,Detective Keith L. Williams Park,"106 Avenue, 173 Street, Liberty Avenue, 172 Street",Yes,Not Available,NA,NA,41.674269,-86.2901332,,NA,NA,"173 S Liberty St, South Bend, IN 46619, USA"
770,Devoe Park,"West Fordham Road, University Avenue, Sedgwick Avenue, Father Zeiser Place",Yes,Not Available,NA,NA,NA,NA,1,NA,"Devoe Park, Bronx, NY 10468, USA",NA
771,Digilio Playground,McDonald Avenue & Avenue F,Yes,Not Available,NA,NA,NA,NA,,NA,NA,"McDonald Ave, Brooklyn, NY, USA"
772,Dimattina Playground,Hicks & Rapelye streets,Yes,Not Available,NA,NA,NA,NA,1,NA,"Dimattina Playground, Brooklyn, NY 11231, USA",NA
773,Ditmars Park Playground,23 Avenue to Ditmars Boulevard,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
774,Double Nickel Playground,Osborne Street and Preston Avenue,Yes,Yes,NA,NA,40.5374856,-74.1622243,,NA,NA,"Preston Ave & Osborne St, Staten Island, NY 10312, USA"
775,Downing Street Playground,"Downing to Carmine streets, Avenue of the Americas",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
776,Dr. Charles R. Drew Memorial Park,"Van Wyck Expressway, 116 Avenue, 140 Street, 115 Avenue",Yes,Not Available,40.6809517,-73.8033076,NA,NA,1,NA,"Doctor Charles R Drew Memorial Park, Jamaica, NY 11436, USA",NA
777,Dr. Martin Luther King Jr. Park,"Dumont, Blake, Miller avenues",Yes,Not Available,37.9444922,-121.2577254,NA,NA,,NA,"Dr M.L.K. Jr Blvd, Stockton, CA, USA",NA
778,Dr. Richard Greene Playground,Mother Gaston Boulevard (Stone Avenue) & Sutter avenues,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
779,Drew Playground,"Fulton Avenue, East 169 Street",Yes,Not Available,NA,NA,NA,NA,,NA,"Drew Playground, Fulton Ave, Bronx, NY 10456, USA","169 S Fulton Ave, Tulsa, OK 74112, USA"
780,Dry Dock Playground,"East 10 Street & Szold Place, Avenue D",No,Not Available,NA,NA,37.9187553,-99.4062103,,NA,NA,"E 10th St, Kinsley, KS 67547, USA"
781,Dugan Playground,Mill Road & Tysens Lane,Yes,Not Available,40.5615308,-74.1108603,44.358234,-88.706306,,55.41457539,NA,NA
782,Dutch Kills Playground (PS 112),"Crescent-28 streets, 36 Avenue, 37 Avenue",Yes,Not Available,NA,NA,41.0377125,28.0179559,,NA,NA,NA
783,Dyckman House Museum,Broadway & West 204 Street,Yes,Not Available,NA,NA,41.1115472,-73.8583806,,NA,NA,"Broadway, New York, USA"
784,Dyker Beach Park,"Shore Parkway, 86 Street, 7 to 14 avenues",Yes,Not Available,40.6120808,-74.0140275,NA,NA,,NA,"Dyker Beach Park, 86 St Belt Parkway, Brooklyn, NY 11228, USA",NA
785,East Elmhurst Playground (PS 127),25 Avenue & 98 Street,Yes,Yes,49.8705637,-97.2199317,30.3816076,-89.093147,,158.3825503,"127 Park Blvd N, Winnipeg, MB R3P, Canada","25th Ave, Gulfport, MS 39501, USA"
786,East River Park (10th Street),Northern extreme of park,Yes,Not Available,35.3599567,-93.5415784,40.142144,-76.964023,,79.2769749,"10th St, Scranton, AR 72863, USA","Whitetail Xtreme Hunts, 39 S York Rd, Dillsburg, PA 17019, USA"
787,East River Park (Tennis Courts),East River Park at Broome Street,Yes,Not Available,39.1510196,-94.5833899,NA,NA,,NA,"Tennis Ct, North Kansas City, MO 64116, USA",NA
788,East River Park (Track Building),East 6 Street & FDR Drive,Yes,Not Available,NA,NA,43.9719586,-92.0560338,,NA,NA,"E 6th St, St Charles, MN 55972, USA"
789,East River Playground,"FDR Drive, East 106 to East 107 streets",Yes,Not Available,40.7892847,-73.9380028,NA,NA,1,NA,"East River Playground, E 106th St, New York, NY 10029, USA",NA
790,East Springfield Playground,115 Road between 218 & 219 streets,Yes,Not Available,NA,NA,NA,NA,,NA,"East Springfield Playground, 218th St, Cambria Heights, NY 11411, USA",NA
791,Eastchester Playground,"Adee Avenue, Tenbroeck Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
792,Edenwald Playground,"East 226 Drive, Schieffelin Avenue",Yes,Not Available,40.8841875,-73.8450307,40.8834859,-73.8453026,1,1.91E-07,"Edenwald Playground, Schieffelin Ave, Bronx, NY 10466, USA","Schieffelin Ave, Bronx, NY 10466, USA"
793,Ederle Comfort Station,Flushing Meadows Corona Park,,Yes,NA,NA,40.7397136,-73.840785,,NA,NA,"Flushing Meadows Corona Park, Queens, NY 11375, USA"
794,Edmonds Playground,"DeKalb Avenue, Adelphi Street",Yes,Not Available,40.6893545,-73.9714325,41.9294736,-88.7503647,1,18.3276361,"Edmonds Playground, Dekalb Ave, Brooklyn, NY 11238, USA","DeKalb, IL, USA"
795,Electric Playground,"164 Street, south of 65 Avenue",Yes,Not Available,40.7360573,-73.8053296,25.7689182,-80.3021226,1,97.23840453,"Electric Playground, Fresh Meadows, NY 11365, USA","164 SW 65th Ave, Miami, FL 33144, USA"
796,Emerald Playground (PS 200),164 Street between Jewel & 71 avenues,Yes,Not Available,47.6667177,-122.2821973,61.1540538,-149.9542148,,373.2218006,"Burke-Gilman Playground Park Trail, Seattle, WA 98105, USA","Bike path between Caravelle Dr and Jewel Lake Rd, Anchorage, AK 99502, USA"
797,Equity Park,"90 Street, 88 & 89 avenues",Yes,Not Available,NA,NA,NA,NA,,NA,"Equity Park, 88th Ave, Woodhaven, NY 11421, USA","90 CA-88, Jackson, CA 95642, USA"
798,Ethan Allen Playground,New Jersey Avenue & Vermont Street/Worthman,Yes,Not Available,NA,NA,NA,NA,,NA,"Ethan Allen Playground, Wortman Ave, Brooklyn, NY 11207, USA","New Jersey Ave, New Jersey 08260, USA"
799,Farm Playground,"73 Avenue, 195 Street & 196 Place",Yes,Not Available,NA,NA,NA,NA,,NA,"Priors Farm Playground, Salamanca Rd, Yorkley Rd, Cheltenham, Gloucestershire GL52 5JZ, UK","Yenimahalle, 73. Sk., 71100 K€±r€±kkale Merkez/K€±r€±kkale, Turkey"
800,Fermi Playground,Troutman Street & Central Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,"Fermi Playground, Troutman St, Brooklyn, NY 11221, USA","Troutman St, New York, USA"
801,Fisher Pool,"32 Avenue, 99 Street",No,Not Available,45.2212267,-63.0520148,49.2243292,-122.9176077,,239.6481046,"Fishers Pool, Otter Brook, NS B0N, Canada","32 BC-99A, New Westminster, BC V3L 2A9, Canada"
802,Flushing Fields (Leonardo Ingravallo Playground),"Bayside Avenue, 25 Avenue, 149 to 150 streets",Yes,Not Available,40.7674987,-73.833079,40.7585569,-73.7654367,,0.000604844,"Flushing, Queens, NY, USA","Bayside, Queens, NY, USA"
803,Flushing Meadows Corona Park (Albert H. Mauro Playground),Park Drive East & 73 Terrace,Yes,Not Available,40.7229926,-73.8270377,40.7251204,-73.8277254,1,1.46E-06,"Albert H. Mauro Playground, 73-2 Park Dr E, Flushing, NY 11367, USA","Park Dr E, New York, USA"
804,Flushing Meadows Corona Park (Lawrence Playground),College Point Boulevard and Lawrence Street,Yes,Not Available,40.7674987,-73.833079,40.745322,-73.8334126,,7.40E-06,"Flushing, Queens, NY, USA","Lawrence St, Flushing, NY, USA"
805,Flushing Meadows Corona Park (Meadow Lake North),Long Island Expressway to Meadow Lake to Van Wyck Expressway Extension to Grand Central Parkway,Yes,Not Available,40.7359996,-73.840436,NA,NA,1,NA,"Meadow Lake, Queens, NY, USA",NA
806,Flushing Meadows Corona Park (Passerelle),"Unisphere Fountain to pool, at Meridian Road",Yes,Yes,40.7674987,-73.833079,NA,NA,,NA,"Flushing, Queens, NY, USA",NA
807,Flushing Meadows Corona Park (Playground for All Children),111 Street and Corona Avenue,Yes,Yes,40.7408291,-73.8499488,40.7406704,-73.8501755,1,3.60E-08,"Playground For All Children, 11101 Corona Ave, Corona, NY 11368, USA","Corona Ave & 111th St, Corona, NY 11368, USA"
808,Flushing Meadows Corona Park (Worlds Fair Playground),"Grand Central Parkway, Van Wyck Expressway",Yes,Not Available,40.7375349,-73.8457658,NA,NA,1,NA,"World's Fair Playground, Grand Central Pkwy, Forest Hills, NY 11375, USA",NA
809,"Flushing Meadows Corona Park (Zoo, Ballfields)",Grand Central Parkway to 111th Street to Heckscher Children Farm to Playground for All Children,Yes,Yes,40.7674987,-73.833079,NA,NA,,NA,"Flushing, Queens, NY, USA",NA
810,Flynn Playground,"3 Avenue, East 158 Street, Brook Avenue, East 157 Street",Yes,Not Available,42.2463216,-70.9972162,NA,NA,1,NA,"Flynn Playground, South St, Quincy, MA 02169, USA",NA
811,Forest Park (Dry Harbour Playground),80 Street & Myrtle Avenue,Yes,Not Available,NA,NA,21.9801519,96.0843135,,NA,NA,"80th St, Mandalay, Myanmar (Burma)"
812,Forest Park (Jackson Pond Playground),108 Street and Park Lane South,Yes,Not Available,40.7007278,-73.8431928,44.483595,-73.2190679,1,2.360981613,"Jackson Pond Playground, Park Ln S, Richmond Hill, NY 11418, USA","108 Park St, Burlington, VT 05401, USA"
813,Forest Park (Seuffert Bandshell),West Main Drive to eastern side of golf course,No,Not Available,NA,NA,NA,NA,,NA,NA,NA
814,"Forest Park (Sobelsohn Playground, The Overlook)",Park Lane South and Abingdon Road,Yes,Not Available,NA,NA,40.7096359,-73.834812,2,NA,NA,"Park Ln S & Abingdon Rd, Queens, NY 11418, USA"
815,Forest Park (Tennis Courts -Forest Parkway),Park Lane South to north of tennis courts,Yes,Not Available,NA,NA,NA,NA,,NA,NA,"path to tennis court, Ottawa, ON K4P, Canada"
816,Forest Park (The Overlook),Park Lane (to east and south) to Metropolitan Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,"The Overlook, Richmond Hill, NY 11418, USA",NA
817,Forest Park (Victory Field),Long Island Railroad to Woodhaven Boulevard. to Myrtle Avenue to 96th Street,Yes,Not Available,NA,NA,NA,NA,,NA,"Victory Field, Woodhaven, NY 11421, USA","Long Island, New York, USA"
818,"Forest Park (Visitor Center, near the Carousel)",Woodhaven Boulevard and Forest Park Drive,Yes,Not Available,NA,NA,NA,NA,,NA,NA,"Woodhaven Blvd & Forest Park Dr, Woodhaven, NY 11421, USA"
819,Fort Greene Park,South of Myrtle Avenue to Willoughby Avenue,Yes,Not Available,40.6914866,-73.9753317,NA,NA,1,NA,"Fort Greene Park, Washington Park, Brooklyn, NY 11205, USA",NA
820,Fort Greene Playground,Myrtle Avenue & St. Edwards Plaza,Yes,Yes,29.7153234,-95.7298176,40.699841,-73.908683,,239.6946371,"Playground, Katy, TX 77450, USA","Myrtle Ave, New York, USA"
821,Fort Independence Playground,"Stevenson Place, West 238 Street, Sedgwick Avenue",Yes,Not Available,40.8816434,-73.8961157,34.8686932,-85.8394199,1,71.81449338,"Fort Independence Playground, Bronx, NY 10463, USA","Stevenson, AL, USA"
822,Fort Tryon Park (Anne Loftus Playground),Broadway & Dyckman Street,Yes,Yes,NA,NA,41.1115472,-73.8583806,,NA,NA,"Broadway, New York, USA"
823,Fort Tryon Park (CafÌ©),One Margaret Corbin Drive,No,Not Available,40.863796,-73.932556,40.8608206,-73.9327696,,6.36E-07,"ft Tryon Park/Cafe Lot, New York, NY 10040, USA","1 Margaret Corbin Dr, New York, NY 10040, USA"
824,Fort Tryon Park (The Cloisters),"Riverside Drive to Broadway, West 192 to Dyckman streets",Yes,Not Available,NA,NA,NA,NA,,NA,NA,"Riverside Dr, New York, NY, USA"
825,Fort Washington Park (Lily Brown Playground),"West 162 Street, east of Riverside Drive",Yes,Yes,NA,NA,NA,NA,,NA,"Fort Washington, PA, USA","162 Riverside Dr, Asheville, NC 28801, USA"
826,Fox Playground,"Avenue H, East 54 to E 55 streets",Yes,Yes,NA,NA,NA,NA,,NA,"Fox Playground, Avenue H, Brooklyn, NY 11234, USA","East Dr & East St, Tuba City, AZ 86045, USA"
827,Francis Lewis Playground,3 Avenue and Bronx Whitestone Bridge,Yes,Not Available,NA,NA,NA,NA,,NA,"Francis Lewis Playground, Bayside, NY 11361, USA","Bronx-Whitestone Bridge, Whitestone, NY 11357, USA"
828,Frank D. O'Connor Playground,Broadway & 78 Street,Yes,Not Available,40.7442965,-73.8865612,41.1115472,-73.8583806,1,0.010349345,"Frank D O'Connor Playground, Queens, NY 11373, USA","Broadway, New York, USA"
829,Frank Golden Park,"132 to 138 streets, 14 Road",Yes,Not Available,40.7847847,-73.8341872,43.8515035,-79.2703385,1,16.67114739,"Frank Golden Park, College Point, NY 11356, USA","14th Ave, Markham, ON, Canada"
830,Franz Sigel Park,"East 153 Street, Gerard Avenue, East 151 Street, Walton Avenue",Yes,Yes,40.8231019,-73.9253274,NA,NA,1,NA,"Franz Sigel Park, Bronx, NY 10451, USA",NA
831,Frederick B. Judge Memorial Playground,"111 Avenue, 134 & 135 streets, Lincoln Street",Yes,Not Available,39.4142688,-77.4105409,53.5587088,-113.5819341,,511.6241008,"Frederick, MD, USA","134 111 Ave NW, Edmonton, AB T5M 2R1, Canada"
832,Frederick Douglass Playground,West 100-101 Street Amsterdam Avenue,Yes,Not Available,40.7969119,-73.9677592,40.7741609,-73.9859188,1,0.000413149,"Frederick Douglass Playground, 101 Amsterdam Ave, New York, NY 10023, USA","100 Amsterdam Ave, New York, NY 10023, USA"
833,Frederick E. Samuel Playground,"Lenox Avenue, West 139 to West 140 streets",Yes,Not Available,NA,NA,NA,NA,,NA,"Fred Samuel Playground, New York, NY 10030, USA","Lenox Ave, St. Louis, MO 63133, USA"
834,Frederick Johnson Park,"7 Avenue, West 150-151 streets",Yes,Not Available,NA,NA,37.7891138,-89.5307414,,NA,"Johnson St, Frederick, CO 80530, USA","150 IL-151, Ava, IL 62907, USA"
835,Fresh Meadows Playground (PS 173),67 Avenue & 173 Street,Yes,Not Available,40.7341196,-73.7961384,25.9478599,-80.3073243,1,96.27608567,"Fresh Meadows Playground, 173rd St, Fresh Meadows, NY 11365, USA","67th Ave, Hialeah, FL 33015, USA"
836,Friends Field,"Avenue L, East 4 Street, McDonald Avenue, Avenue M",Yes,Not Available,51.9728951,0.7775804,NA,NA,,NA,"Friends Field, Bures, Suffolk CO8 5LH, UK",NA
837,Fulton Park,"Fulton, Chauncey streets, Stuyvesant, Lewis avenues",Yes,Not Available,45.4712589,-122.679664,NA,NA,,NA,"Fulton Park, Portland, OR 97219, USA",NA
838,Galapo Playground,"Bedford Avenue, Gravesend Neck Road",Yes,Not Available,40.5979212,-73.9467281,40.6081026,-73.9481894,1,1.49E-05,"Galapo Playground, Gravesend Neck Rd, Brooklyn, NY 11229, USA","Bedford Ave, Brooklyn, NY, USA"
839,Garibaldi Playground,82 to 83 Street at 18 Avenue,Yes,Not Available,40.6090667,-74.0001737,13.7873829,100.6456852,,4684.296004,"Garibaldi Playground, 18th Ave, Brooklyn, NY 11214, USA","Soi Nawamin 83 - Soi 18, Khwaeng Nawamin, Khet Bueng Kum, Krung Thep Maha Nakhon 10230, Thailand"
840,General Douglas MacArthur Park,East 49 Street & East River Drive,Yes,Not Available,-29.6818257,152.9290503,25.8671713,-80.2711956,,12954.03976,"General Douglas MacArthur Park, Grafton NSW 2460, Australia","E 49th St, Hialeah, FL, USA"
841,Glenwood Playground,Ralph Avenue & Farragut Road,Yes,Yes,40.6368433,-73.9196324,40.634696,-73.9188247,1,1.73E-06,"Glenwood Playground, Glenwood Rd, Brooklyn, NY 11234, USA","Ralph Ave, Brooklyn, NY, USA"
842,Gorman Playground,30 Avenue between 84 & 85 streets,Yes,Not Available,40.7625011,-73.8843563,51.3299758,-0.4134902,1,776.4015187,NA,NA
843,Gouverneur Playground,"3rd Avenue, St. Paul's Place, East 170 Street",Yes,Not Available,40.8356154,-73.9033731,27.7749317,-82.6351014,1,114.0423415,"Gouverneur Playground, Third Ave, Bronx, NY 10456, USA","170 3rd Ave N, St. Petersburg, FL 33701, USA"
844,Gowanus Playground,Wyckoff Street between Bond & Hoyt streets,Yes,Not Available,40.6802801,-73.9852314,41.0095316,-74.1729106,1,0.061793658,"Thomas Greene Playground, Nevins St, Brooklyn, NY 11217, USA","Wyckoff, NJ, USA"
845,Grandview Playground,"Grandview Avenue, Continental Place",Yes,Yes,NA,NA,NA,NA,,NA,"Grandview Playground, Grandview Ave, Staten Island, NY 10303, USA","Continental Dr, Brookfield, WI 53045, USA"
846,Gravesend Park,18 Avenue & 56 Street,Yes,Not Available,40.6234499,-73.9842885,47.9330656,-97.3115371,1,170.5132226,"Gravesend Park, 18th Ave. and 19th Avenue, Brooklyn, NY 11204, USA","18th Ave, North Dakota, USA"
847,Greencroft Playground (PS 53),"Redgrave, Ainsworth & Durant avenues",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
848,Greene Playground,Greene & Washington avenues,Yes,Not Available,40.6864082,-73.9659225,39.697399,-83.8897057,1,9.814712884,"Greene Playground, Greene Ave, Brooklyn, NY 11238, USA","Greene County, OH, USA"
849,Greenwood Playground,"Fort Hamilton Parkway, Greenwood, East 5 Street",Yes,Not Available,40.6502804,-73.9764294,40.6094454,-74.0285434,1,0.002128075,"Greenwood Playground, Brooklyn, NY 11218, USA","Fort Hamilton, Brooklyn, NY, USA"
850,Grove Hill Playground,"East 158 Street, Caldwell Avenue, Eagle Avenue",Yes,Not Available,40.8199991,-73.9089767,NA,NA,1,NA,"Grove Hill Playground, E 158th St, Bronx, NY 10456, USA",NA
851,Grover Cleveland Park,"Rene Court, Grandview Avenue, Stanjope Street & Fairview Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
852,Gun Hill Playground,"Holland Avenue, Magenta Street, Cueger Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Gun Hill Playground, Magenta St, Bronx, NY 10467, USA",NA
853,Gunn Park (PS 18),"Hillside Avenue, east of 235 Court",No,Not Available,NA,NA,NA,NA,,NA,"Gunn Hill Rd, Wind Ridge, PA 15380, USA","235 Hillside Ave, Hartford, CT 06106, USA"
855,Haffen Park,"Burke Avenue, Hammersley Avenue, Gunther Avenue, Ely Avenue",No,Not Available,40.8736702,-73.8393333,NA,NA,1,NA,"Haffen Park, Bronx, NY 10469, USA",NA
856,Haggerty Park,202 Street & Jamaica Avenue,No,Yes,42.0912303,-80.1180825,44.4745123,-103.3163374,,55.28798333,"C. Francis Haggerty Park, Schaper Ave, Erie, PA 16508, USA","202nd St, Belle Fourche-Cheyenne Valleys Unorganized Territory, SD, USA"
857,Hallets Cove Playground,"Hallets Cove, Vernon Boulevard",Yes,Not Available,40.7717904,-73.9343288,40.7717904,-73.9343288,1,0,"Goodwill Park, 30-01 Vernon Blvd, Astoria, NY 11102, USA","Goodwill Park, 30-01 Vernon Blvd, Astoria, NY 11102, USA"
